x,y,time,ID
25.0,25.0,1.0640002108289404,0.0
24.894211527691496,26.23465922328386,1.2145367333924413,0.0
24.468342190962183,25.952299562711428,1.1612558280433074,0.0
23.99248633692831,24.33283122097433,1.0947043810511108,0.0
23.410917213021374,25.364605358727477,1.0224008950726613,0.0
22.400301530400228,25.209517781343727,0.9405222589228146,0.0
21.427258904046564,24.094343372431737,1.1502188618059794,0.0
23.15199576737553,25.650573396852764,0.9030926025435844,0.0
24.617713453389758,25.23261625243496,1.108267734893663,0.0
24.713850422300766,25.86442214198221,0.9818558272667166,0.0
24.82972110915408,24.821919566411307,1.1400189818344368,0.0
24.726017552022174,26.246992547767167,1.0397195004597948,0.0
24.961776608855686,28.1172076023446,0.8818997984191288,0.0
26.174527604239962,28.727297516084857,0.9824185946694163,0.0
27.543450648038082,28.618346726337784,0.9901009180796634,0.0
27.70652624439929,29.127701901436506,1.0944783293374898,0.0
28.916228852613635,29.641063278987843,1.0220882081106821,0.0
29.775022624172784,29.525814696822824,1.1201652859882836,0.0
29.398987948738046,30.498460948576593,1.019337909722544,0.0
30.72824778935954,30.82037503712284,1.0935635603085407,0.0
32.10248208655594,31.06862480017361,0.9236155074979447,0.0
34.02568778307906,32.14986554710262,0.9753978873073684,0.0
34.48889150891395,30.12946228598786,1.132050958287033,0.0
33.253855396226704,32.393648838096084,1.1487054975389823,0.0
32.06569221146208,32.007780462135365,1.1573782832543063,0.0
33.53005911230729,31.332924704523947,0.9459856150320964,0.0
32.40317397442725,30.990670792743032,1.1462206805419837,0.0
30.778998151530867,32.73550878778453,0.7057187797284761,0.0
31.83963775870049,32.171379258668146,1.04570744306944,0.0
31.858119499161706,31.54368465136642,1.0216968796240284,0.0
31.291530784601797,31.33036332164441,1.0969723218386283,0.0
30.996888237032245,33.35315577787545,1.0520014529283919,0.0
29.693274129301415,32.72742177312037,1.3068440768645269,0.0
28.853193917423088,32.53887770989388,1.1342391846098023,0.0
29.177810170755954,33.88676827095636,0.8201676847131034,0.0
27.913305527327626,34.080991965901525,0.9689394151579931,0.0
28.640786423730397,33.504202870769106,1.091933134414974,0.0
28.64768887952543,33.282567007791926,1.196102937566999,0.0
28.98570064164937,33.73057847951128,1.0906719436410566,0.0
29.646537140459863,33.597746129017764,0.9220596867415163,0.0
29.9103434741406,35.366242706397884,1.028821090918734,0.0
29.60118575703177,35.74957717055923,1.1157550735941923,0.0
28.999143110645306,35.40199601628158,1.015456933974438,0.0
28.923014718617434,33.89240340514963,0.8414063876576452,0.0
28.38083304070378,32.822802845772316,1.0338462192353526,0.0
27.821166246606047,32.182516933224484,1.06400628938925,0.0
27.40225363855236,33.26767600729327,0.9902809686679147,0.0
27.26442914344508,32.751908089091934,0.8735040306240417,0.0
25.66614939192321,35.40153542106576,1.0942934360937926,0.0
25.30261982035689,34.78736329239941,1.111833281403255,0.0
24.695898088769727,33.48812053650247,1.1205741038341162,0.0
25.4243341933164,34.077897245044035,0.7608341617110168,0.0
25.922145875782277,35.306236580123475,1.0619525278023092,0.0
26.709209853800466,35.54468476799773,1.1058903775408961,0.0
26.3066551349118,35.66209429144716,0.7470954791926173,0.0
25.239931225537486,36.27785887159615,1.136102955026835,0.0
25.253581377982798,35.27604016453455,0.9951046269285226,0.0
25.189608927240414,34.51087190842968,1.113589013997241,0.0
25.129469371425166,34.412564612207106,1.0249707655285285,0.0
24.344547880014108,34.066050327652945,0.7668636762949186,0.0
24.424025204790624,34.525092958168266,1.0364277177736545,0.0
24.089251746165367,34.96054769905011,0.8168485436363486,0.0
23.0858746204492,35.37938826178682,1.0287286169902183,0.0
24.0467336951707,35.35260720428087,1.0273541606558012,0.0
22.172324686821145,35.211500667167705,1.1211003139167461,0.0
21.207889819806766,35.98735213126896,0.8615801343669207,0.0
21.07526860324498,36.239095803678296,1.0342060602775318,0.0
21.762840742977907,37.36275507684937,0.8883077707962025,0.0
20.453860821631494,37.04734333897255,1.0856043958293022,0.0
20.94401363445353,37.434802278488135,0.9926552980498944,0.0
20.06203850593415,37.31696100825113,0.9589726649169062,0.0
20.600718405450493,35.183187741022735,1.0095766049362822,0.0
19.356713919973696,33.93747110729314,0.9984586181586029,0.0
18.17297348510815,34.33076526665562,1.2159039384632484,0.0
18.198781555733,34.453495147771676,0.9178223605350417,0.0
18.96319845425751,34.65159937416353,1.0718127322671038,0.0
19.01319580827875,33.59993732792469,0.9860927591079729,0.0
