nbObs, truebeta1, truebeta2, repeat, betamean1, betamean2, z1
10001,0.1,0,0.046957403,0.11894179,0.445954243450162
100001,0.1,0,0.10440916,0.04141515,-0.1064624443266099
1000001,0.1,0,0.09872404,0.018733578,0.0681109932445529
10001,0.1,1,0.13399285,0.12165478,-0.2794205960377329
100001,0.1,1,0.11624232,0.04111168,-0.39507796103837367
1000001,0.1,1,0.09161512,0.018737508,0.4474918394059104
10001,0.1,2,0.051477265,0.12326617,0.39364195544079444
100001,0.1,2,0.10357576,0.040990535,-0.0872337631402468
1000001,0.1,2,0.09250357,0.018726049,0.40032096377460114
10001,0.1,3,-0.03458631,0.12432015,1.0825784155884755
100001,0.1,3,0.04653846,0.04152101,1.287578028893805
1000001,0.1,3,0.09767116,0.018725054,0.12437034072729224
10001,0.1,4,0.045098174,0.12287163,0.4468226366337527
100001,0.1,4,0.10500876,0.04138038,-0.1210418725812954
1000001,0.1,4,0.10357185,0.018777063,-0.1902239481774318
10001,0.1,5,0.16321543,0.12320344,-0.5130979120452083
100001,0.1,5,0.12827952,0.040965237,-0.6903297606279512
1000001,0.1,5,0.11722382,0.01878512,-0.9168863833434882
10001,0.1,6,0.15690973,0.11864672,-0.47965704151460264
100001,0.1,6,0.069964595,0.04108733,0.7310138017875304
1000001,0.1,6,0.09154592,0.018746281,0.4509738698033941
10001,0.1,7,-0.053243198,0.12547994,1.2212565741847345
100001,0.1,7,0.06547367,0.041193422,0.8381515811273065
1000001,0.1,7,0.10372677,0.018724995,-0.19902633119481353
10001,0.1,8,0.19406089,0.122820556,-0.7658399766668429
100001,0.1,8,0.07123755,0.041383192,0.6950273640986052
1000001,0.1,8,0.105305746,0.018733859,-0.28321693784958385
10001,0.1,9,0.17109394,0.12202472,-0.5826191556770989
100001,0.1,9,0.05535067,0.04154605,1.0746949656635463
1000001,0.1,9,0.10274884,0.018734574,-0.14672556742620407
