nbObs, truebeta1, truebeta2, repeat, betamean1, betamean2, betastd1, betastd2, bcorr, z1, z2
10001,0.5,-0.8,0,0.5113905,-0.9113635,0.05082313,0.12344993,-0.22412053892439415,0.9020943416051821
10001,-1.5,-1.8,0,-1.4244995,-1.6666132,0.054197393,0.15119764,-1.3930649354827047,-0.8822014483129595
10001,-1.5,1.8,0,-1.5621794,1.8906757,0.059677344,0.11763388,1.0419271744494136,-0.7708294972205174
10001,1.2,1.8,0,1.2890671,2.0074162,0.05616793,0.17137481,-1.5857295895384007,-1.2103076585574406
100001,0.5,-0.8,0,0.5024836,-0.7276129,0.017753413,0.036165725,-0.13989458510919456,-2.001538375488752
100001,-1.5,-1.8,0,-1.4673667,-1.8293233,0.020613581,0.034631386,-1.5830973127630383,0.8467258988852747
100001,-1.5,1.8,0,-1.4955997,1.7152269,0.020476613,0.05148052,-0.21489165489737475,1.6467026846784232
100001,1.2,1.8,0,1.2024862,1.789021,0.018585391,0.031180311,-0.1337694413565287,0.35211274303005635
1000001,0.5,-0.8,0,0.5008405,-0.8176444,0.0075076567,0.01776853,-0.11195039004327474,0.993015016551865
1000001,-1.5,-1.8,0,-1.4957104,-1.7893878,0.007609296,0.0137431575,-0.5637350689276114,-0.7721790170813735
1000001,-1.5,1.8,0,-1.5021713,1.8166045,0.008155319,0.01766083,0.2662407226826249,-0.9401876858998037
1000001,1.2,1.8,0,1.1983755,1.7854922,0.008881343,0.01836975,0.18291564552131995,0.7897668102724532
10001,0.5,-0.8,1,0.5027296,-0.73040116,0.05782662,0.11507069,-0.04720308270814738,-0.6048355122821182
10001,-1.5,-1.8,1,-1.5231864,-1.7988652,0.05291526,0.09801792,0.4381806902288682,-0.011577483689063093
10001,-1.5,1.8,1,-1.4638934,1.8355651,0.061021976,0.11166647,-0.5916980851944225,-0.31849390363513314
10001,1.2,1.8,1,1.2202755,1.7722489,0.04515003,0.09231347,-0.44906993631696945,0.30061849359779436
100001,0.5,-0.8,1,0.50885856,-0.7434332,0.017255947,0.04137392,-0.5133628145112333,-1.3672096563486422
100001,-1.5,-1.8,1,-1.4863691,-1.7934208,0.015591234,0.02628182,-0.8742647972398238,-0.2503330523258612
100001,-1.5,1.8,1,-1.5186156,1.7588123,0.017742835,0.029576445,1.0491899103175732,1.3925842571948293
100001,1.2,1.8,1,1.199941,1.786024,0.015262196,0.028259465,0.0038631999764671874,0.4945608612359157
1000001,0.5,-0.8,1,0.50022656,-0.8084239,0.00861419,0.01437164,-0.026300471294620115,0.586145821473067
1000001,-1.5,-1.8,1,-1.4884083,-1.7889546,0.0064817485,0.013956752,-1.7883558465568572,-0.7914007976005287
1000001,-1.5,1.8,1,-1.5030007,1.7888445,0.0085427,0.016808538,0.3512632221819334,0.6636825847474792
1000001,1.2,1.8,1,1.2089528,1.7543626,0.008517953,0.013982037,-1.0510488753545013,3.2640034188813027
10001,0.5,-0.8,2,0.49255887,-0.6006024,0.06237806,0.10319602,0.11929087329838729,-1.9322219651159311
10001,-1.5,-1.8,2,-1.5863655,-1.7719322,0.06317026,0.13034846,1.367185429522364,-0.2153286347917137
10001,-1.5,1.8,2,-1.5053929,1.7365977,0.06508404,0.12294468,0.08286069881832976,0.5156981280811108
10001,1.2,1.8,2,1.164973,1.792619,0.04953159,0.14243606,0.7071644441369166,0.0518198144061521
100001,0.5,-0.8,2,0.49851573,-0.7878133,0.020103319,0.031989694,0.07383233049692821,-0.38095688823137175
100001,-1.5,-1.8,2,-1.4786334,-1.8339627,0.016815672,0.041207753,-1.2706359048034166,0.8241817700876045
100001,-1.5,1.8,2,-1.4798341,1.7612063,0.017647075,0.046372663,-1.1427344638349979,0.8365646489531275
100001,1.2,1.8,2,1.2181576,1.8408753,0.017889062,0.046070516,-1.015014040332914,-0.8872326909766012
1000001,0.5,-0.8,2,0.50662917,-0.77936614,0.008290576,0.014614636,-0.7996029628604467,-1.4118630318245626
1000001,-1.5,-1.8,2,-1.5003589,-1.7888923,0.009386509,0.019183202,0.03823990168560647,-0.5790342524830094
1000001,-1.5,1.8,2,-1.502414,1.7954488,0.010412073,0.015797682,0.2318451060020512,0.2880941589725019
1000001,1.2,1.8,2,1.1974974,1.7905736,0.007819697,0.015259351,0.320042075495782,0.6177460143526241
10001,0.5,-0.8,3,0.5014899,-0.7314669,0.05752394,0.13731234,-0.025900133180368573,-0.4991038077022209
10001,-1.5,-1.8,3,-1.3750423,-2.0160804,0.05105008,0.11229112,-2.447746921769467,1.9242873301118355
10001,-1.5,1.8,3,-1.554164,1.530803,0.060563345,0.114607945,0.8943372009790772,2.3488514224486687
10001,1.2,1.8,3,1.2330577,1.6968215,0.055010792,0.11015938,-0.60093185769447,0.9366296971689938
100001,0.5,-0.8,3,0.5035457,-0.78913134,0.01633649,0.04390327,-0.21704182593956664,-0.24755916618767684
100001,-1.5,-1.8,3,-1.4729792,-1.8658831,0.025516752,0.036809817,-1.0589440173230529,1.78982449251396
100001,-1.5,1.8,3,-1.4986336,1.7553473,0.01698146,0.039270796,-0.08046286152281511,1.1370471900383194
100001,1.2,1.8,3,1.182914,1.7810796,0.019446442,0.035372484,0.8786173559986066,0.5348889215836724
1000001,0.5,-0.8,3,0.5015416,-0.8015465,0.0072310925,0.015101018,-0.21319247715819267,0.10241124123050574
1000001,-1.5,-1.8,3,-1.5026695,-1.7642496,0.007501509,0.021929216,0.3558555493921301,-1.6302651845834417
1000001,-1.5,1.8,3,-1.4841851,1.7754829,0.005581468,0.011530221,-2.8334661676335218,2.126334445325674
1000001,1.2,1.8,3,1.1940374,1.7909718,0.009999947,0.014271099,0.5962594346972178,0.6326242949054149
10001,0.5,-0.8,4,0.5130806,-0.7610096,0.055812553,0.10485613,-0.23436657743109962,-0.3718468798779445
10001,-1.5,-1.8,4,-1.4870628,-1.7139024,0.0616135,0.13332532,-0.20997327085245956,-0.6457711372724166
10001,-1.5,1.8,4,-1.5272312,1.7085334,0.05487749,0.1169151,0.4962183315475379,0.7823334562615958
10001,1.2,1.8,4,1.1801977,1.5894593,0.05471789,0.13802269,0.3618977981133447,1.5254064271313743
100001,0.5,-0.8,4,0.5011502,-0.80477864,0.019645423,0.040573917,-0.058547522645181746,0.11777604472046752
100001,-1.5,-1.8,4,-1.4881345,-1.7728108,0.020789128,0.0371268,-0.5707549037825916,-0.7323331007794497
100001,-1.5,1.8,4,-1.507101,1.806802,0.015784914,0.032838773,0.4498636550454359,-0.20713424285693569
100001,1.2,1.8,4,1.1760752,1.788346,0.015968246,0.04144185,1.4982722156491712,0.28121205322109166
1000001,0.5,-0.8,4,0.49870583,-0.8061606,0.0071307193,0.021588882,0.18149162844395417,0.2853611721312098
1000001,-1.5,-1.8,4,-1.4919895,-1.7790788,0.0070494493,0.01683036,-1.1363308453628105,-1.2430606444569923
1000001,-1.5,1.8,4,-1.4962456,1.785382,0.0097580515,0.014897966,-0.3847466239496191,0.9812056072774136
1000001,1.2,1.8,4,1.1956993,1.7722688,0.008882139,0.018452216,0.48419259307102985,1.5028670792325596
10001,0.5,-0.8,5,0.54807925,-0.90226007,0.05469307,0.13526593,-0.8790739457573954,0.7559927614774171
10001,-1.5,-1.8,5,-1.5382258,-1.7845187,0.04284103,0.12217942,0.8922701299324672,-0.1267094035336096
10001,-1.5,1.8,5,-1.4918494,1.6250887,0.049163643,0.10977383,-0.16578465310804927,1.593378940671231
10001,1.2,1.8,5,1.2354525,1.7365379,0.051701088,0.13374484,-0.6857212194052568,0.4745010620063768
100001,0.5,-0.8,5,0.49293658,-0.81986684,0.020630125,0.036573637,0.3423837054658508,0.5432009925785773
100001,-1.5,-1.8,5,-1.491604,-1.8171784,0.019251404,0.049288955,-0.43612555886163046,0.3485236948679911
100001,-1.5,1.8,5,-1.4813472,1.7633966,0.022532435,0.030673455,-0.8278198354651137,1.1933242836911042
100001,1.2,1.8,5,1.2108126,1.7966517,0.018512307,0.03480031,-0.5840746277261711,0.09621405755757925
1000001,0.5,-0.8,5,0.49564075,-0.7929513,0.008983227,0.019101184,0.4852649381323241,-0.3690197535414904
1000001,-1.5,-1.8,5,-1.4940783,-1.8000205,0.008559552,0.016879668,-0.6918260960015337,0.0012118907510652937
1000001,-1.5,1.8,5,-1.5008072,1.8038785,0.008920891,0.015248737,0.09048043300920561,-0.25435192995483125
1000001,1.2,1.8,5,1.1983896,1.7727939,0.007198609,0.019144246,0.22370302663934935,1.4211116201817324
10001,0.5,-0.8,6,0.36766553,-0.7054555,0.05869392,0.12362058,2.2546538424701574,-0.7647959600949203
10001,-1.5,-1.8,6,-1.5121651,-1.8555962,0.062660135,0.14460956,0.19414368507583915,0.38445719924287286
10001,-1.5,1.8,6,-1.4368603,1.7507821,0.05621037,0.13959715,-1.1232745544128726,0.35257072698871084
10001,1.2,1.8,6,1.2806818,1.8179399,0.069844745,0.1233144,-1.155159896582215,-0.1454807960302526
100001,0.5,-0.8,6,0.45750695,-0.811221,0.016292116,0.034094185,2.6081968838071865,0.32911781442660826
100001,-1.5,-1.8,6,-1.5029997,-1.7958785,0.01775685,0.030255996,0.1689299302978579,-0.13621995763983963
100001,-1.5,1.8,6,-1.4846317,1.7915848,0.016247809,0.042524435,-0.9458716841591677,0.1978897712899787
100001,1.2,1.8,6,1.1793057,1.7894439,0.01618624,0.031033237,1.278513625152631,0.34015625380758213
1000001,0.5,-0.8,6,0.5022427,-0.7995255,0.008181006,0.015970256,-0.2741330885326164,-0.02971152439839671
1000001,-1.5,-1.8,6,-1.5038427,-1.8010532,0.0065029575,0.011939089,0.590917504803976,0.08821162199864069
1000001,-1.5,1.8,6,-1.4975097,1.7846478,0.008806943,0.012602364,-0.28276350481997187,1.2181982657739998
1000001,1.2,1.8,6,1.2091674,1.8083941,0.009051438,0.021672972,-1.0128071178367002,-0.38730611637331747
10001,0.5,-0.8,7,0.42599583,-0.86701906,0.057884667,0.10865845,1.2784762705977366,0.6167864403804468
10001,-1.5,-1.8,7,-1.4437238,-1.7420471,0.06647135,0.10362224,-0.8466233875991774,-0.5592711272451385
10001,-1.5,1.8,7,-1.4746333,1.7020683,0.04915416,0.09924055,-0.5160634341663509,0.9868110587806571
10001,1.2,1.8,7,1.2526897,1.8125539,0.06290225,0.08477902,-0.8376444357109555,-0.1480777094550963
100001,0.5,-0.8,7,0.4735567,-0.76900816,0.01642165,0.035674702,1.6102707868805823,-0.8687343775371749
100001,-1.5,-1.8,7,-1.536673,-1.7895597,0.021143593,0.041303005,1.734471051096871,-0.25277284390609056
100001,-1.5,1.8,7,-1.4928207,1.7799639,0.02134108,0.040251773,-0.3364056695211525,0.49777059756485137
100001,1.2,1.8,7,1.1960218,1.8045075,0.019927071,0.034401227,0.19963820301702903,-0.13102712878399794
1000001,0.5,-0.8,7,0.4997733,-0.7773024,0.0072312094,0.01827319,0.03135108569155943,-1.242126636945659
1000001,-1.5,-1.8,7,-1.496462,-1.8003222,0.008500043,0.012105968,-0.41623464476031824,0.026612909429904776
1000001,-1.5,1.8,7,-1.4946232,1.8146008,0.0072920993,0.018809127,-0.7373481321182881,-0.7762627978625205
1000001,1.2,1.8,7,1.2005985,1.7962857,0.007984721,0.014334649,-0.07495293944886029,0.25911004571811425
10001,0.5,-0.8,8,0.4347776,-0.6978197,0.067321636,0.09046908,0.9688179972082029,-1.1294498999139724
10001,-1.5,-1.8,8,-1.3824981,-1.7713968,0.05720032,0.080431044,-2.0542167380003664,-0.3556244252113338
10001,-1.5,1.8,8,-1.564854,1.6219507,0.059078038,0.13393202,1.097768787235223,1.329400159723615
10001,1.2,1.8,8,1.2377234,1.7474376,0.05354608,0.0953555,-0.704502581317808,0.5512256962765426
100001,0.5,-0.8,8,0.5224231,-0.8073004,0.019537533,0.04355076,-1.1476929504087707,0.16762942570454986
100001,-1.5,-1.8,8,-1.5349041,-1.7593867,0.020068208,0.0468972,1.7392745170635668,-0.8660078254833187
100001,-1.5,1.8,8,-1.4796643,1.8333601,0.01692957,0.032823153,-1.201192563225369,-1.0163580602113416
100001,1.2,1.8,8,1.1961298,1.7307415,0.0142287,0.039941143,0.27199963345867423,1.7340139394992502
1000001,0.5,-0.8,8,0.49218616,-0.80017185,0.008168568,0.01445778,0.9565741751761186,0.011886479983181592
1000001,-1.5,-1.8,8,-1.4976736,-1.8009777,0.007720071,0.01591852,-0.30134040456425903,0.06141946294196316
1000001,-1.5,1.8,8,-1.5063376,1.793803,0.008346365,0.015146328,0.7593296957622881,0.4091436113061346
1000001,1.2,1.8,8,1.1969993,1.8022026,0.0084023895,0.013122044,0.3571232400099393,-0.1678536081035691
10001,0.5,-0.8,9,0.49777547,-0.70530564,0.054188695,0.09999516,0.041051639239395504,-0.9469894881374685
10001,-1.5,-1.8,9,-1.5414834,-1.8337713,0.06322465,0.13208604,0.6561270271789489,0.2556768933356675
10001,-1.5,1.8,9,-1.5412567,1.8225582,0.04671303,0.1263571,0.8831939304437505,-0.1785270931772076
10001,1.2,1.8,9,1.1036401,1.6588094,0.058327757,0.109845065,1.6520422822978094,1.28536113199651
100001,0.5,-0.8,9,0.51796985,-0.79949236,0.015947253,0.031929094,-1.1268302619505477,-0.01589900525044122
100001,-1.5,-1.8,9,-1.4577093,-1.7417824,0.018184617,0.034118716,-2.325629799344286,-1.7063236999508566
100001,-1.5,1.8,9,-1.4867346,1.7548374,0.016623568,0.03854691,-0.7979858169060956,1.1716271894359123
100001,1.2,1.8,9,1.1876966,1.8164667,0.02107148,0.036664613,0.5838898614959407,-0.44911668079985395
1000001,0.5,-0.8,9,0.49642056,-0.78859556,0.0070805396,0.016245546,0.5055317726144027,-0.7020042856024172
1000001,-1.5,-1.8,9,-1.504002,-1.7856255,0.008409705,0.016306253,0.4758757950850136,-0.88153557435941
1000001,-1.5,1.8,9,-1.501305,1.7946572,0.008325604,0.01824968,0.15674347777499736,0.29275964351713835
1000001,1.2,1.8,9,1.2025734,1.7715248,0.006430194,0.022062505,-0.4002085636223399,1.2906609419203534
